Date,Region,Place,Trigger,Weak Layer,Depth_inches,Width_inches,Vertical_inches,Aspect,Elevation_feet
1/23/2010,Salt Lake,Big Mac,Explosive,Facets,36.0,4800.0,9600.0,Northeast,9800.0
1/29/2010,Provo,Snake Creek,Snowmobiler,Facets,36.0,5400.0,9600.0,North,10000.0
1/24/2010,Uintas,Uintas,Snowmobiler,Facets,3.0,1500.0,4800.0,Northeast,10100.0
1/30/2010,Salt Lake,Under Mt. Gog  East,Snowmobiler,Facets,36.0,1500.0,1800.0,East,8300.0
1/30/2010,Salt Lake,"White Pine Knob, NW ridge low",Snowmobiler,Facets,24.0,3000.0,3600.0,North,8100.0
1/31/2010,Ogden,Ogden,Skier,New Snow/Old Snow Interface,6.0,360.0,1200.0,North,6700.0
2/1/2010,Salt Lake,Python Chutes,Snowboarder,Facets,48.0,480.0,1800.0,North,9400.0
2/1/2010,Logan,Double Top-south,Natural,Facets,48.0,4200.0,3000.0,East,9500.0
2/1/2010,Salt Lake,Salt Lake,Unknown,Unknown,18.0,360.0,720.0,North,5600.0
1/31/2010,Logan,Central Wood Camp Bowls,Natural,Facets,54.0,18000.0,27000.0,Northeast,8600.0
1/30/2010,Logan,Rodeo Grounds-south,Snowmobiler,Facets,48.0,5400.0,6000.0,East,9500.0
1/31/2010,Ogden,Cutler Ridge,Skier,Surface Hoar,12.0,480.0,4800.0,Northeast,7900.0
2/3/2010,Salt Lake,Porter Fork,Skier,Unknown,36.0,120.0,480.0,Unknown,7200.0
2/5/2010,Provo,Mill Canyon Peak,Skier,Facets,8.0,600.0,960.0,North,10300.0
2/6/2010,Ogden,Cutler Ridge,Skier,Surface Hoar,20.0,3600.0,3600.0,Northeast,6500.0
2/6/2010,Salt Lake,Porter Fork,Skier,Depth Hoar,36.0,240.0,3000.0,North,9400.0
2/6/2010,Logan,Cave Hollow,Snowmobiler,Facets,36.0,8400.0,7200.0,East,8900.0
2/7/2010,Ogden,Farmington Canyon,Unknown,Surface Hoar,12.0,240.0,720.0,North,8000.0
2/7/2010,Logan,Temple Fork Junction,Unknown,Facets,24.0,960.0,2400.0,Northeast,6000.0
2/7/2010,Salt Lake,Porter Fork,Skier,Unknown,24.0,4800.0,21000.0,Northwest,9900.0
2/7/2010,Logan,Logan Peak,Snowmobiler,Facets,48.0,18000.0,9600.0,North,9400.0
2/7/2010,Logan,Providence Lake,Snowmobiler,Facets,54.0,6000.0,3000.0,Northeast,8900.0
2/7/2010,Uintas,Uintas,Snowmobiler,Facets,36.0,4200.0,4800.0,Northeast,10400.0
2/7/2010,Logan,Dog Leg Trees,Unknown,Surface Hoar,12.0,720.0,2400.0,North,8000.0
2/11/2010,Logan,Tony Grove,Snowboarder,Surface Hoar,12.0,1200.0,8400.0,North,9200.0
2/12/2010,Salt Lake,Mill B South,Skier,Surface Hoar,36.0,2400.0,4800.0,Northeast,9000.0
2/12/2010,Logan,Secret Slot,Unknown,Surface Hoar,12.0,1200.0,5400.0,North,8600.0
2/12/2010,Salt Lake,Lambs Canyon,Skier,Surface Hoar,6.0,3600.0,9600.0,North,8800.0
2/12/2010,Logan,Miller Bowl-south,Skier,Surface Hoar,12.0,1800.0,6000.0,North,8800.0
2/12/2010,Logan,"3rd Knob, Beaver Mountain-backside",Snowboarder,Surface Hoar,12.0,240.0,600.0,East,7700.0
2/13/2010,Salt Lake,Lambs Canyon,Skier,Surface Hoar,16.0,3600.0,7200.0,Northeast,8700.0
2/13/2010,Salt Lake,Santiago,Skier,Surface Hoar,6.0,600.0,6000.0,Northeast,8300.0
2/13/2010,Salt Lake,Twin Lakes Pass,Skier,New Snow/Old Snow Interface,8.0,600.0,2400.0,South,10400.0
2/13/2010,Logan,Dog Leg,Skier,Surface Hoar,12.0,1800.0,15000.0,North,8900.0
2/13/2010,Salt Lake,Butler Fork,Skier,Unknown,10.0,2400.0,1800.0,North,8900.0
2/13/2010,Salt Lake,Butler Fork,Unknown,Unknown,12.0,2400.0,3000.0,Northeast,9300.0
2/13/2010,Salt Lake,west porter,Snowboarder,Unknown,6.0,600.0,4200.0,North,8500.0
2/13/2010,Salt Lake,Murdock Peak,Skier,Surface Hoar,6.0,2400.0,2400.0,North,9000.0
2/14/2010,Salt Lake,Little Water,Skier,Surface Hoar,12.0,2100.0,1200.0,North,9400.0
2/14/2010,Salt Lake,Meadows,Skier,Surface Hoar,7.0,360.0,1200.0,Northeast,9600.0
2/14/2010,Uintas,Giant Steps,Unknown,Facets,24.0,1200.0,3600.0,Northeast,10400.0
2/14/2010,Logan,3rd Sister,Skier,Surface Hoar,18.0,4200.0,2400.0,Northeast,8400.0
2/15/2010,Salt Lake,White Pine Trees,Snowboarder,Unknown,18.0,960.0,3000.0,North,8700.0
2/15/2010,Logan,Tab Hollow,Skier,Surface Hoar,12.0,1800.0,2400.0,Northeast,8200.0
2/16/2010,Salt Lake,Twin Lakes Pass,Unknown,Surface Hoar,24.0,840.0,1200.0,Northeast,10100.0
2/16/2010,Salt Lake,Cardiac Ridge,Natural,Unknown,12.0,1800.0,7200.0,Southeast,10400.0
2/17/2010,Provo,Ant Knolls,Skier,Surface Hoar,12.0,1200.0,8400.0,Northeast,9700.0
2/15/2010,Logan,First Waterfall Hollow,Snowmobiler,Surface Hoar,30.0,4200.0,7200.0,North,8600.0
2/17/2010,Logan,Dog Leg,Unknown,Unknown,8.0,360.0,600.0,North,8800.0
2/19/2010,Salt Lake,Lower Mineral,Skier,Surface Hoar,10.0,600.0,600.0,Northeast,9000.0
2/19/2010,Uintas,Moffit Basin,Snowmobiler,Depth Hoar,36.0,3000.0,3600.0,Northeast,10000.0
2/19/2010,Salt Lake,Silver Fork,Unknown,New Snow/Old Snow Interface,12.0,720.0,6000.0,North,9900.0
2/20/2010,Uintas,Bald Mtn Pass,Natural,Unknown,12.0,1200.0,4200.0,South,11400.0
2/20/2010,Salt Lake,Toledo Peak,Skier,Unknown,12.0,720.0,9600.0,Northwest,10200.0
2/20/2010,Salt Lake,Cardiff Peak,Unknown,Unknown,14.0,840.0,4800.0,North,10100.0
2/20/2010,Salt Lake,Mineral Fork,Skier,Surface Hoar,15.0,1500.0,1800.0,North,9200.0
2/20/2010,Salt Lake,Kessler,Skier,Surface Hoar,14.0,1500.0,15000.0,North,8400.0
2/20/2010,Ogden,Snowbasin Backcountry,Snowboarder,Unknown,18.0,720.0,9600.0,North,9400.0
2/19/2010,Salt Lake,Cardiac Ridge,Skier,Facets,15.0,2100.0,3000.0,Northeast,10100.0
2/21/2010,Salt Lake,Butler Fork,Unknown,Surface Hoar,12.0,960.0,3000.0,North,8800.0
2/21/2010,Salt Lake,Porter Fork,Skier,Surface Hoar,24.0,600.0,1800.0,West,8600.0
2/21/2010,Logan,Cornice Ridge,Snowmobiler,New Snow/Old Snow Interface,19.0,600.0,2400.0,Northeast,9400.0
2/21/2010,Ogden,Ogden,Skier,New Snow/Old Snow Interface,16.0,720.0,24000.0,Northeast,8900.0
2/22/2010,Salt Lake,Lower  Days,Skier,Surface Hoar,12.0,2400.0,600.0,Northeast,8600.0
2/22/2010,Provo,Cascade,Skier,Surface Hoar,18.0,2400.0,3600.0,Northeast,9600.0
2/22/2010,Salt Lake,Maybird Gulch,Skier,Unknown,12.0,600.0,2400.0,Northeast,8800.0
2/22/2010,Ogden,Ben Lomond,Skier,Surface Hoar,12.0,1200.0,6000.0,Northeast,7800.0
2/15/2010,Logan,Beginner Ridge exit,Natural,Surface Hoar,12.0,1500.0,3000.0,North,8400.0
2/19/2010,Logan,Naomi Trail,Snowmobiler,Surface Hoar,18.0,600.0,600.0,East,8400.0
2/19/2010,Logan,Hunters Cave,Snowmobiler,Unknown,20.0,4800.0,3000.0,East,9200.0
2/22/2010,Salt Lake,Upper Mineral,Skier,Surface Hoar,20.0,720.0,720.0,North,9000.0
2/23/2010,Salt Lake,Sun Dial,Unknown,Surface Hoar,12.0,1200.0,2400.0,North,9000.0
2/23/2010,Uintas,Uintas,Skier,Surface Hoar,12.0,840.0,2400.0,North,10400.0
2/23/2010,Logan,Miller Bowl,Snowmobiler,Surface Hoar,12.0,420.0,2400.0,North,8700.0
2/23/2010,Provo,UFO Bowls,Unknown,Surface Hoar,14.0,1200.0,9600.0,Northeast,9800.0
2/24/2010,Salt Lake,Mt Aire,Skier,Surface Hoar,15.0,3600.0,12000.0,North,8300.0
2/24/2010,Salt Lake,Porter Fork,Skier,Surface Hoar,12.0,1200.0,2400.0,North,8500.0
2/24/2010,Salt Lake,White Pine Dup,Unknown,Unknown,12.0,720.0,3600.0,Northwest,10000.0
2/25/2010,Salt Lake,Porter Fork,Skier,Surface Hoar,12.0,9600.0,18000.0,Northwest,9700.0
2/25/2010,Salt Lake,Lake Desolation,Unknown,Surface Hoar,20.0,420.0,600.0,West,9200.0
2/25/2010,Salt Lake,Superior,Skier,New Snow,8.0,360.0,600.0,Southeast,10000.0
2/26/2010,Salt Lake,Pioneer Ridge,Skier,Surface Hoar,20.0,1200.0,9600.0,East,10200.0
2/26/2010,Salt Lake,Mineral Fork,Snowboarder,Surface Hoar,24.0,960.0,1800.0,Northeast,9500.0
2/22/2010,Logan,Green Canyon,Skier,Surface Hoar,12.0,540.0,1200.0,Northwest,8200.0
2/26/2010,Ogden,Taylor Canyon,Skier,Surface Hoar,18.0,6000.0,21000.0,North,7500.0
2/26/2010,Logan,Whites Bedground Rd,Snowboarder,Surface Hoar,12.0,840.0,600.0,East,8100.0
2/27/2010,Uintas,Uintas,Snowmobiler,Unknown,24.0,1200.0,2100.0,East,10200.0
2/27/2010,Uintas,Uintas,Skier,Depth Hoar,30.0,3000.0,3600.0,East,10800.0
2/27/2010,Salt Lake,Park City Ridgeline,Skier,Surface Hoar,14.0,480.0,4800.0,Northeast,8800.0
2/27/2010,Salt Lake,west porter,Skier,Unknown,12.0,360.0,600.0,North,9600.0
2/28/2010,Logan,Red Banks,Natural,Unknown,12.0,240.0,1200.0,East,6500.0
3/1/2010,Provo,Miller Hill,Skier,Surface Hoar,18.0,720.0,6000.0,Northeast,9500.0
3/1/2010,Salt Lake,Monitors,Natural,Unknown,8.0,840.0,7200.0,Southeast,9700.0
2/28/2010,Uintas,Uintas,Snowmobiler,Surface Hoar,12.0,1200.0,1800.0,Northeast,10500.0
2/28/2010,Uintas,Uintas,Snowmobiler,Surface Hoar,10.0,840.0,2400.0,North,10600.0
3/1/2010,Salt Lake,Bells Canyon,Skier,Surface Hoar,30.0,840.0,6000.0,Southwest,9200.0
3/3/2010,Salt Lake,Salt Lake,Skier,Surface Hoar,24.0,1080.0,4800.0,Northwest,9200.0
3/3/2010,Logan,Green Canyon Mouth,Natural,Unknown,12.0,2400.0,12000.0,North,6700.0
2/27/2010,Salt Lake,White Pine Canyon,Skier,Unknown,24.0,1200.0,2400.0,North,9900.0
2/27/2010,Salt Lake,Scotts Bluff,Skier,Unknown,12.0,960.0,4800.0,East,10000.0
2/20/2010,Moab,Gravel Pit Lanes,Unknown,New Snow,36.0,18000.0,18000.0,Northeast,11600.0
3/5/2010,Logan,Oscar Mayer-east,Skier,Surface Hoar,14.0,1200.0,3600.0,North,8200.0
3/5/2010,Salt Lake,Broads Fork,Unknown,Depth Hoar,24.0,240.0,960.0,Northeast,8800.0
3/5/2010,Salt Lake,Lambs Canyon,Skier,Facets,24.0,840.0,1500.0,Northwest,9000.0
3/5/2010,Salt Lake,Eeeny Meeny Miny Moe,Skier,Surface Hoar,20.0,1200.0,10800.0,Northeast,8900.0
3/6/2010,Uintas,Uintas,Skier,Surface Hoar,14.0,1200.0,1800.0,North,10000.0
3/6/2010,Salt Lake,Millicent Back Bowl,Skier,Density Change,8.0,2400.0,3600.0,North,9700.0
3/6/2010,Salt Lake,Cardiff Fork,Skier,Density Change,10.0,480.0,720.0,Northeast,10000.0
3/5/2010,Logan,First Dam,Natural,Unknown,12.0,720.0,10800.0,Southwest,5700.0
3/6/2010,Salt Lake,Main Days,Unknown,Unknown,12.0,480.0,2400.0,Northeast,10400.0
3/6/2010,Salt Lake,Banana Days,Skier,New Snow/Old Snow Interface,16.0,360.0,3600.0,Northeast,10200.0
3/7/2010,Salt Lake,Summit Park,Skier,Surface Hoar,18.0,1500.0,2400.0,Northwest,7800.0
3/7/2010,Salt Lake,Kessler,Skier,Facets,12.0,120.0,1800.0,North,10000.0
3/7/2010,Uintas,Windy Bowl,Natural,Unknown,24.0,7200.0,10800.0,Southwest,10400.0
3/7/2010,Salt Lake,Soldier Fork,Skier,Surface Hoar,18.0,1200.0,480.0,Northwest,8800.0
3/7/2010,Provo,Bob's Knob,Skier,Facets,12.0,720.0,960.0,Northeast,8500.0
3/8/2010,Salt Lake,Y Coulior,Skier,Density Change,12.0,240.0,2400.0,North,9300.0
3/7/2010,Uintas,Uintas,Skier,Surface Hoar,12.0,1800.0,2400.0,North,9600.0
3/6/2010,Ogden,Powder Mountain Backcountry,Unknown,Unknown,10.0,6000.0,12000.0,Unknown,9000.0
3/6/2010,Ogden,Powder Mountain,Skier,Unknown,12.0,1800.0,6000.0,Northeast,9000.0
3/8/2010,Uintas,Moffit Basin,Snowmobiler,Depth Hoar,30.0,960.0,1200.0,Northeast,10000.0
3/10/2010,Logan,Goal Post,Skier,Facets,36.0,3000.0,15000.0,West,9100.0
3/9/2010,Salt Lake,Diving Board,Natural,Surface Hoar,24.0,3000.0,7200.0,Northeast,9400.0
3/12/2010,Salt Lake,Little Superior,Snowboarder,Unknown,24.0,600.0,4800.0,Northeast,10200.0
3/9/2010,Provo,Major Evans,Snowmobiler,Unknown,30.0,3000.0,6000.0,Southwest,10700.0
3/14/2010,Salt Lake,Stairs Gulch,Natural,Facets,36.0,2400.0,36000.0,North,9800.0
3/14/2010,Salt Lake,Diving Board,Natural,Unknown,84.0,1200.0,12000.0,Northeast,9900.0
3/14/2010,Uintas,Moffit Basin,Snowmobiler,Surface Hoar,22.0,600.0,2400.0,Northeast,10100.0
3/17/2010,Provo,Elk Point,Natural,Depth Hoar,48.0,960.0,39000.0,East,10200.0
3/17/2010,Skyline,Huntington Canyon,Natural,Unknown,30.0,1200.0,65543.24105773946,East,1118.2737529342755
3/17/2010,Salt Lake,Maybird Gulch,Natural,Unknown,18.0,1200.0,3000.0,Northeast,8900.0
3/27/2010,Logan,Pinball Alley,Snowboarder,New Snow/Old Snow Interface,12.0,600.0,1800.0,Northeast,8900.0
3/31/2010,Salt Lake,Days Headwall,Skier,New Snow,8.0,1200.0,9600.0,North,10200.0
3/31/2010,Salt Lake,Hide A Way Park,Skier,New Snow,8.0,1200.0,6000.0,North,10000.0
3/31/2010,Salt Lake,Salt Lake,Natural,New Snow/Old Snow Interface,12.0,8400.0,12000.0,North,9800.0
4/1/2010,Logan,First Waterfall Hollow,Skier,Unknown,16.0,2400.0,10800.0,North,8900.0
4/2/2010,Salt Lake,Holy Toledo,Skier,Density Change,12.0,120.0,4800.0,Northeast,10000.0
4/2/2010,Salt Lake,East Mineral,Skier,Density Change,20.0,600.0,4800.0,North,10300.0
4/2/2010,Salt Lake,Park City Ridgeline,Skier,Density Change,18.0,600.0,2400.0,North,9300.0
4/3/2010,Salt Lake,Wilson Chutes,Unknown,New Snow/Old Snow Interface,8.0,600.0,7200.0,Northeast,9600.0
4/3/2010,Salt Lake,Emma Ridges,Skier,Unknown,12.0,600.0,1500.0,Southeast,9200.0
4/3/2010,Provo,Box Elder,Natural,Unknown,24.0,1200.0,12000.0,Northeast,10800.0
4/3/2010,Logan,Big Baldy,Skier,Facets,18.0,1200.0,24000.0,North,8800.0
4/3/2010,Logan,Goal Post,Unknown,Facets,36.0,9600.0,15000.0,North,9000.0
4/3/2010,Logan,Old Logway Canyon,Natural,Unknown,48.0,3600.0,24000.0,East,8500.0
4/4/2010,Ogden,Francis Peak,Snowmobiler,Unknown,96.0,600.0,12000.0,East,9100.0
4/6/2010,Salt Lake,Circle Awl,Natural,New Snow/Old Snow Interface,12.0,4200.0,10800.0,East,8300.0
4/6/2010,Uintas,Uintas,Natural,Unknown,42.0,3000.0,4800.0,North,10600.0
4/6/2010,Salt Lake,Park City Ridgeline,Unknown,Facets,36.0,2400.0,8400.0,East,9800.0
4/6/2010,Uintas,Uintas,Natural,Depth Hoar,36.0,3600.0,7200.0,Northwest,10000.0
4/10/2010,Ogden,Weber Canyon,Snowmobiler,Depth Hoar,30.0,3000.0,6000.0,East,10400.0
12/11/2004,Ogden,Bountiful Peak,Unknown,Unknown,48.0,2400.0,9600.0,Northeast,9000.0
12/11/2004,Salt Lake,Mineral Fork,Unknown,Facets,30.0,4800.0,9600.0,Northeast,9000.0
1/1/2005,Logan,Hells Canyon,Skier,Density Change,12.0,1200.0,18000.0,Northeast,8600.0
1/14/2005,Salt Lake,Dutch Draw,Snowboarder,Facets,72.0,4800.0,12000.0,Northeast,9800.0
3/31/2005,Ogden,Whiskey Hill,Snowmobiler,Facets,48.0,6000.0,4800.0,Northeast,9000.0
12/3/2005,Salt Lake,No Name Bowl,Skier,Facets,20.0,7200.0,15000.0,Northeast,9700.0
3/11/2006,Ogden,Taylor Canyon,Snowboarder,Density Change,12.0,2400.0,12000.0,Northwest,8900.0
4/3/2006,Salt Lake,Pioneer Peak,Snowboarder,Unknown,15.0,1200.0,6000.0,North,10100.0
12/3/2006,Salt Lake,West Bowl,Skier,Facets,24.0,18000.0,7200.0,North,9900.0
2/17/2007,Uintas,Buck Basin,Snowmobiler,Unknown,36.0,3600.0,3000.0,East,9700.0
2/21/2007,Salt Lake,Mill A,Skier,Facets,20.0,2400.0,7200.0,Northeast,10000.0
2/27/2007,Logan,Hells Canyon,Skier,Unknown,24.0,1200.0,1200.0,Northeast,8400.0
12/13/2007,Salt Lake,Hidden Canyon,Snowboarder,Facets,18.0,1200.0,8400.0,Northwest,10200.0
12/13/2007,Salt Lake,Pioneer Ridge,Snowboarder,Unknown,30.0,960.0,4800.0,Northwest,10200.0
4/28/2008,Logan,Tony Grove Lake,Snowboarder,Unknown,6.0,840.0,2400.0,Northeast,8200.0
12/14/2008,Salt Lake,Wall of Voodoo,Skier,Facets,20.0,720.0,4800.0,North,9700.0
12/16/2008,Salt Lake,Claytons,Snowmobiler,Facets,18.0,12000.0,6000.0,Northeast,10400.0
12/24/2008,Logan,Logan Peak,Snowmobiler,Depth Hoar,54.0,18000.0,8400.0,East,9600.0
12/26/2008,Salt Lake,Little Water Peak,Skier,Facets,48.0,1200.0,4800.0,Northeast,9200.0
5/24/2010,Salt Lake,Emma Ridges,Skier,Unknown,15.0,720.0,10800.0,Southeast,10000.0
11/11/2010,Salt Lake,Red Baldy,Natural,Unknown,12.0,600.0,3600.0,Northwest,10500.0
11/15/2010,Provo,Dry Fork,Skier,Density Change,14.0,1200.0,1800.0,Southwest,10300.0
11/20/2010,Salt Lake,Days Headwall,Skier,Facets,18.0,1200.0,8400.0,North,10500.0
11/21/2010,Salt Lake,Davenport Hill,Skier,New Snow/Old Snow Interface,10.0,960.0,2400.0,North,9800.0
11/21/2010,Salt Lake,Meadows,Skier,Graupel,12.0,600.0,2400.0,Northeast,9200.0
11/21/2010,Salt Lake,Hidden Canyon,Skier,New Snow/Old Snow Interface,18.0,720.0,1500.0,Northeast,9400.0
11/22/2010,Salt Lake,Lacawaxan,Skier,Unknown,60.0,8400.0,7200.0,Northeast,10500.0
11/28/2010,Salt Lake,Davenport Hill,Skier,New Snow,8.0,420.0,5400.0,North,10100.0
11/29/2010,Salt Lake,Salt Lake foothills,Natural,Ground Interface,12.0,180.0,240.0,Southeast,5100.0
11/29/2010,Salt Lake,Toledo Chutes,Skier,New Snow/Old Snow Interface,10.0,1200.0,12000.0,East,10500.0
11/29/2010,Salt Lake,Catherines,Unknown,New Snow/Old Snow Interface,8.0,960.0,3600.0,North,10200.0
12/3/2010,Uintas,1000 Peaks,Unknown,Unknown,30.0,1200.0,4200.0,Northeast,10500.0
12/7/2010,Salt Lake,Brighton Perimeter,Skier,Unknown,10.0,480.0,2400.0,North,10300.0
12/7/2010,Uintas,Camp Steiner,Natural,Density Change,14.0,1200.0,49924.48815560484,East,1504.7824039817087
12/8/2010,Uintas,Upper Weber Canyon,Unknown,Facets,36.0,6000.0,9600.0,North,10500.0
12/10/2010,Salt Lake,Hellgate,Unknown,New Snow/Old Snow Interface,8.0,480.0,2400.0,South,8000.0
12/10/2010,Logan,South Tony Grove,Snowboarder,New Snow,8.0,240.0,360.0,North,8200.0
12/12/2010,Provo,Roberts Horn,Natural,Graupel,12.0,1200.0,2400.0,East,9000.0
12/12/2010,Salt Lake,Cardiac Ridge,Natural,Unknown,10.0,600.0,4800.0,Southeast,10200.0
12/17/2010,Logan,Miller Bowl,Snowboarder,New Snow/Old Snow Interface,10.0,300.0,4800.0,North,8800.0
12/18/2010,Logan,Cliff Cornice,Skier,New Snow/Old Snow Interface,12.0,600.0,3600.0,East,9200.0
12/18/2010,Salt Lake,Hallway Couloir,Skier,New Snow,7.0,240.0,9600.0,West,10400.0
12/19/2010,Salt Lake,Brighton Perimeter,Skier,Unknown,12.0,7200.0,9600.0,North,10000.0
12/19/2010,Uintas,Mirror Lake Highway,Natural,Density Change,14.0,960.0,480.0,Northeast,9800.0
12/19/2010,Logan,Beaver Canyon,Unknown,New Snow/Old Snow Interface,12.0,360.0,600.0,West,7100.0
12/19/2010,Salt Lake,Twin Lakes Pass,Skier,Unknown,18.0,2400.0,3600.0,Northeast,10100.0
12/19/2010,Uintas,Upper Weber Canyon,Skier,New Snow/Old Snow Interface,18.0,1800.0,2400.0,West,9000.0
12/21/2010,Salt Lake,Willows,Natural,Unknown,10.0,360.0,600.0,North,9500.0
12/20/2010,Logan,Tony Grove-Blind Hollow Saddle,Unknown,Unknown,24.0,3000.0,2400.0,Northeast,8800.0
12/22/2010,Salt Lake,Willows,Skier,New Snow/Old Snow Interface,12.0,2400.0,1800.0,South,9500.0
12/22/2010,Salt Lake,West Monitor,Natural,Density Change,8.0,2400.0,6000.0,Northeast,9900.0
12/22/2010,Salt Lake,West Willow,Natural,Density Change,8.0,3600.0,4200.0,Northeast,9300.0
12/22/2010,Uintas,Uintas,Natural,Density Change,36.0,600.0,1200.0,North,10000.0
12/22/2010,Skyline,Lake Canyon,Natural,Density Change,36.0,8400.0,15000.0,North,10000.0
12/22/2010,Ogden,Ben Lomond,Natural,New Snow/Old Snow Interface,9.0,1500.0,2100.0,East,8100.0
12/25/2010,Salt Lake,Wolverine Peak,Skier,New Snow/Old Snow Interface,10.0,600.0,3600.0,Northeast,10400.0
12/23/2010,Moab,Laurel Cirque,Natural,Facets,48.0,7200.0,9600.0,Northwest,11600.0
12/22/2010,Provo,Deer Creek,Natural,New Snow/Old Snow Interface,12.0,5400.0,18000.0,Northeast,9400.0
12/27/2010,Salt Lake,Dromedary Peak,Skier,New Snow,10.0,720.0,1200.0,Northeast,10500.0
12/26/2010,Uintas,Uintas,Natural,Facets,36.0,5400.0,9600.0,Northwest,11000.0
12/26/2010,Uintas,Bald Mtn Aprons,Natural,Density Change,36.0,12000.0,8400.0,North,11000.0
12/29/2010,Salt Lake,Dog Lake area,Natural,Density Change,18.0,1500.0,3600.0,Northeast,9700.0
12/29/2010,Logan,"Miller Bowl, East",Skier,Surface Hoar,12.0,3600.0,3600.0,North,8700.0
12/29/2010,Salt Lake,Rocky Point,Skier,Unknown,20.0,1800.0,4800.0,Northeast,10400.0
12/29/2010,Salt Lake,Mary Lake Ridge,Skier,Density Change,36.0,2400.0,3000.0,East,9700.0
12/30/2010,Salt Lake,Flagstaff Gully,Skier,Density Change,10.0,600.0,600.0,Southeast,8900.0
12/29/2010,Logan,Tony Grove Lake,Natural,Unknown,18.0,480.0,3000.0,East,8200.0
12/31/2010,Salt Lake,West Hellgate,Snowboarder,Unknown,24.0,480.0,1800.0,South,9400.0
12/31/2010,Logan,"Mt.Magog, East Bench",Snowboarder,Density Change,8.0,480.0,840.0,East,8200.0
1/1/2011,Provo,Primrose Cirque,Skier,Facets,24.0,12000.0,18000.0,South,8300.0
1/1/2011,Salt Lake,Dutch Draw,Unknown,New Snow/Old Snow Interface,9.0,540.0,4800.0,North,9800.0
12/29/2010,Ogden,North Ogden Divide,Natural,New Snow/Old Snow Interface,24.0,18000.0,36000.0,Southeast,8100.0
1/2/2011,Provo,Arrowhead Slide Path,Skier,Density Change,12.0,600.0,6000.0,Southeast,8000.0
1/1/2011,Uintas,Evanston Foothills,Unknown,New Snow/Old Snow Interface,12.0,360.0,240.0,Northeast,7100.0
1/6/2011,Salt Lake,Superior,Natural,New Snow,7.0,840.0,12000.0,Southwest,9900.0
1/5/2011,Uintas,Uintas,Natural,Facets,30.0,3000.0,7200.0,Northeast,11000.0
1/11/2011,Logan,Mitton Peak,Skier,Facets,12.0,360.0,600.0,East,7600.0
1/11/2011,Moab,Moab,Natural,Unknown,24.0,600.0,1200.0,North,12200.0
12/30/2010,Ogden,Strawberry Creek,Natural,Unknown,24.0,30000.0,30000.0,Northeast,9000.0
1/12/2011,Provo,Chablis,Skier,Surface Hoar,7.0,540.0,3600.0,North,8700.0
1/13/2011,Logan,Steam Mill/White Pine Canyon Ridge,Skier,Surface Hoar,"12.0""",1200.0,480.0,Northeast,7600.0
1/14/2011,Logan,Wood Camp,Skier,New Snow/Old Snow Interface,10.0,600.0,1200.0,Northeast,7400.0
1/14/2011,Salt Lake,Lacawaxan,Snowboarder,New Snow/Old Snow Interface,6.0,960.0,1800.0,East,10400.0
1/14/2011,Salt Lake,Porter Fork,Skier,Facets,6.0,300.0,2400.0,Northeast,9400.0
1/14/2011,Salt Lake,Wilson Fork,Skier,Surface Hoar,6.0,360.0,3000.0,North,9100.0
1/14/2011,Salt Lake,Alexander Basin,Skier,Facets,7.0,720.0,600.0,North,8600.0
1/14/2011,Logan,Mt. Magog,Natural,New Snow/Old Snow Interface,18.0,1200.0,4975.184166055568,East,24245.74353081956
1/15/2011,Ogden,Cobble Creek,Skier,Surface Hoar,14.0,960.0,3600.0,Northeast,8000.0
1/16/2011,Salt Lake,Butler Fork,Skier,Density Change,12.0,720.0,720.0,North,9000.0
1/15/2011,Salt Lake,West Desolation Ridge,Skier,Surface Hoar,6.0,300.0,840.0,North,9100.0
1/17/2011,Salt Lake,Millie Back Bowls,Natural,Facets,10.0,3600.0,1800.0,Southwest,9800.0
1/17/2011,Provo,SR 92,Natural,Unknown,10.0,240.0,4800.0,Northwest,6000.0
12/31/2010,Moab,S. Mountain Glades,Natural,Surface Hoar,24.0,960.0,2400.0,Northeast,10600.0
1/17/2011,Uintas,Lofty,Natural,Surface Hoar,12.0,1200.0,9600.0,East,11000.0
1/19/2011,Salt Lake,Days Draw,Unknown,New Snow/Old Snow Interface,12.0,600.0,3600.0,East,8400.0
1/22/2011,Salt Lake,lake Peak,Natural,Unknown,16.0,1200.0,4800.0,Northeast,10400.0
1/22/2011,Salt Lake,White Pine Dup,Skier,New Snow/Old Snow Interface,12.0,600.0,1200.0,North,8500.0
1/23/2011,Provo,Snake Creek,Snowmobiler,Surface Hoar,24.0,1500.0,3600.0,Northeast,9800.0
1/24/2011,Salt Lake,Brighton Perimeter,Skier,Surface Hoar,18.0,840.0,9600.0,East,10200.0
1/22/2011,Uintas,Uintas,Snowmobiler,Surface Hoar,18.0,1200.0,4800.0,North,10500.0
1/23/2011,Uintas,Whitney Basin,Snowmobiler,Surface Hoar,66.0,720.0,6000.0,North,9900.0
1/23/2011,Uintas,Uintas,Snowmobiler,Unknown,30.0,1800.0,3600.0,Northeast,9900.0
1/26/2011,Salt Lake,Little Superior,Skier,Density Change,12.0,720.0,21000.0,Southeast,10100.0
1/23/2011,Uintas,Uintas,Snowmobiler,Surface Hoar,20.0,960.0,3000.0,Northwest,10200.0
1/23/2011,Uintas,Uintas,Snowmobiler,Surface Hoar,18.0,960.0,3000.0,North,10200.0
