Title,Handheld,Max Players,Multiplatform,Online,Genres,Licensed?,Publishers,Sequel,Review Score,Sales,Used Price,Console,Rating,Re-release,Year,All_Average,All_Leisure,All_Median,Length.All_Polled,All_Rushed,Comp_Average,Comp_Leisure,Comp_Median,Comp_Polled,Comp_Rushed,MainExtra_Average,MainExtra_Leisure,MainExtra_Median,MainExtra_Polled,MainExtra_Rushed,Main_Average,Main_Leisure,Main_Median,Main_Polled,Main_Rushed
Burnout Legends,True,1,True,True,"Action,Racing / Driving",True,EA,True,38,0.16,17.95,Nintendo DS,E,True,2005,12.83,18.2,12.0,14,9.0,15.37,18.92,16.25,4,11.38,14.08,18.52,12.0,7,10.03,6.52,6.87,7.0,3,6.17
Meteos,True,1,True,True,Strategy,True,Nintendo,True,88,0.16,15.95,Nintendo DS,E,True,2005,17.27,26.58,14.1,13,10.33,23.75,30.62,23.75,2,16.87,20.42,25.4,21.22,7,13.9,8.52,11.05,7.5,4,6.5
Spyro: Shadow Legacy,True,1,True,True,Role-Playing (RPG),True,Unknown,True,50,0.15,17.95,Nintendo DS,E,True,2005,4.0,5.12,4.5,4,2.63,6.0,6.0,6.0,1,6.0,5.0,5.0,5.0,1,5.0,2.52,3.25,2.52,2,1.77
The Con,True,1,True,True,Action,True,Sony,True,63,0.15,8.95,Sony PSP,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Infected,True,1,True,True,Action,True,Unknown,True,74,0.15,17.95,Sony PSP,E,True,2005,6.67,7.0,6.67,2,6.33,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,6.67,7.0,6.67,2,6.33
Pursuit Force,True,1,True,True,"Action,Racing / Driving",True,Sony,True,75,0.14,14.95,Sony PSP,M,True,2005,9.83,10.95,10.0,6,8.95,0.0,0.0,0.0,0,0.0,10.0,11.0,10.0,2,9.0,9.75,9.93,10.0,4,9.43
Kingdom of Paradise,True,2,True,True,"Action,Role-Playing (RPG)",True,Sony,True,72,0.13,12.95,Sony PSP,E,True,2005,23.0,24.5,23.0,2,21.5,0.0,0.0,0.0,0,0.0,23.0,24.5,23.0,2,21.5,0.0,0.0,0.0,0,0.0
Dragon Ball Z: Supersonic Warriors 2,True,1,True,True,Action,True,Atari,True,66,0.13,22.95,Nintendo DS,E,True,2005,15.08,19.93,14.7,10,11.27,15.25,20.05,15.0,7,11.38,14.25,14.25,14.25,1,14.25,14.97,15.25,14.97,2,14.68
Dragon Quest Heroes: Rocket Slime,True,1,True,True,Action,True,SquareEnix,True,83,0.13,12.95,Nintendo DS,T,True,2005,15.1,23.62,13.37,39,11.62,22.62,25.4,25.0,5,19.48,16.28,24.32,15.0,13,12.82,12.58,14.18,12.17,21,10.68
Dead to Rights: Reckoning,True,1,True,True,Action,True,Namco,True,54,0.13,14.95,Sony PSP,E,True,2005,3.1,4.0,2.92,3,2.2,5.0,5.0,5.0,1,5.0,0.0,0.0,0.0,0,0.0,2.15,2.53,2.15,2,1.78
Amped 3,True,1,True,True,Sports,True,2K,True,72,0.13,14.95,X360,E,True,2005,8.57,9.88,9.0,9,6.38,9.0,9.0,9.0,2,9.0,10.03,10.65,10.58,4,9.15,6.33,7.42,6.67,3,5.25
Break 'em All,True,1,True,True,Action,True,Unknown,True,68,0.12,17.95,Nintendo DS,T,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Lunar: Dragon Song,True,1,True,True,Role-Playing (RPG),True,Ubisoft,True,59,0.12,14.95,Nintendo DS,M,True,2005,25.63,34.77,24.67,7,22.03,29.62,35.77,24.72,4,25.92,0.0,0.0,0.0,0,0.0,20.32,21.12,19.85,3,19.5
Madden NFL 06,True,1,True,True,Sports,True,EA,True,66,0.12,9.95,Nintendo DS,E,True,2005,3.75,5.37,3.75,2,2.12,3.75,5.37,3.75,2,2.12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Retro Atari Classics,True,1,True,True,"Action,Racing / Driving,Simulation",True,Atari,True,51,0.12,12.95,Nintendo DS,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
True Swing Golf,True,1,True,True,Sports,True,Nintendo,True,66,0.12,14.95,Nintendo DS,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
FIFA Soccer,True,1,True,True,Sports,True,EA,True,73,0.12,14.95,Sony PSP,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Metal Gear Ac!d 2,True,1,True,True,Strategy,True,Konami,True,80,0.12,12.95,Sony PSP,E,True,2005,14.83,19.95,15.0,15,12.58,0.0,0.0,0.0,0,0.0,17.62,20.9,16.0,5,14.6,13.45,14.9,14.2,10,12.03
ATV Quad Frenzy,True,1,True,True,"Racing / Driving,Sports",True,Unknown,True,35,0.11,14.95,Nintendo DS,T,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Bomberman,True,1,True,True,Strategy,True,Ubisoft,True,75,0.11,17.95,Nintendo DS,E,True,2005,3.33,4.13,3.2,7,2.63,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.33,4.13,3.2,7,2.63
GoldenEye: Rogue Agent,True,1,True,True,Action,True,EA,True,58,0.11,14.95,Nintendo DS,T,True,2005,9.42,13.47,8.5,4,5.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9.42,13.47,8.5,4,5.8
Need for Speed Underground 2,True,1,True,True,Racing / Driving,True,EA,True,65,0.11,22.95,Nintendo DS,T,True,2005,20.97,29.23,20.0,69,17.73,23.37,30.22,21.5,19,20.72,20.9,24.22,20.0,17,18.72,19.6,20.9,20.0,33,17.4
Frogger: Helmet Chaos,True,1,True,True,Action,True,Konami,True,66,0.11,19.95,Sony PSP,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The Lord of the Rings: Tactics,True,1,True,True,"Role-Playing (RPG),Strategy",True,EA,True,64,0.11,19.95,Sony PSP,M,True,2005,5.0,5.0,5.0,1,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5.0,5.0,5.0,1,5.0
Rengoku: The Tower of Purgatory,True,1,True,True,"Action,Role-Playing (RPG)",True,Konami,True,43,0.11,12.95,Sony PSP,E,True,2005,4.72,5.08,4.72,2,4.35,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,4.72,5.08,4.72,2,4.35
Gretzky NHL,True,2,True,True,Sports,True,Sony,True,61,0.1,9.95,Sony PSP,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Ridge Racer 6,True,2,True,True,Racing / Driving,True,"EA,Namco",True,74,0.1,14.95,X360,E,True,2005,8.0,8.0,8.0,1,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.0,8.0,8.0,1,8.0
Ford Racing 3,True,1,True,True,"Action,Racing / Driving",True,Unknown,True,49,0.1,14.95,Nintendo DS,E,True,2005,7.1,8.3,8.02,6,5.43,8.4,8.75,8.47,4,8.0,5.67,5.67,5.67,1,5.67,3.33,3.33,3.33,1,3.33
NHL 2K6 ,True,1,True,True,Sports,True,2K,True,75,0.1,5.95,X360,T,True,2005,2.5,3.0,2.5,2,2.02,2.5,3.0,2.5,2,2.02,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Bust-a-Move DS,True,1,True,True,"Action,Strategy",True,Unknown,True,75,0.09,17.95,Nintendo DS,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Battles of Prince of Persia,True,1,True,True,Strategy,True,Ubisoft,True,64,0.09,14.95,Nintendo DS,E,True,2005,8.5,10.38,8.0,3,6.62,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.5,10.38,8.0,3,6.62
GripShift,True,1,True,True,Racing / Driving,True,Ubisoft,True,70,0.09,9.95,Sony PSP,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Marvel Nemesis: Rise of the Imperfects ,True,1,True,True,Action,True,EA,True,34,0.08,14.95,Nintendo DS,T,True,2005,5.03,6.15,4.58,8,4.13,0.0,0.0,0.0,0,0.0,6.15,7.15,7.5,3,5.13,4.37,4.63,4.17,5,3.97
Scooby-Doo! Unmasked,True,1,True,True,Action,True,THQ,True,60,0.08,17.95,Nintendo DS,E,True,2005,8.0,8.0,8.0,1,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.0,8.0,8.0,1,8.0
Viewtiful Joe: Double Trouble!,True,1,True,True,Action,True,Capcom,True,73,0.08,14.95,Nintendo DS,E,True,2005,5.17,5.53,5.0,5,4.98,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5.17,5.53,5.0,5,4.98
The Legend of Heroes: A Tear of Vermillion,True,1,True,True,Role-Playing (RPG),True,Unknown,True,68,0.08,17.95,Sony PSP,T,True,2005,31.28,38.77,29.83,9,26.77,38.5,41.75,38.5,2,35.25,31.43,38.33,27.88,4,26.33,26.27,27.73,25.0,3,24.82
PQ: Practical Intelligence Quotient,True,1,True,True,Strategy,True,Unknown,True,69,0.08,14.95,Sony PSP,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Lost in Blue,True,1,True,True,Role-Playing (RPG),True,Konami,True,69,0.07,24.95,Nintendo DS,T,True,2005,24.15,26.82,25.0,5,22.03,22.25,23.62,22.25,2,20.87,25.43,27.17,25.12,3,23.68,0.0,0.0,0.0,0,0.0
Ghost in the Shell: Stand Alone Complex,True,1,True,True,Action,True,Sony,True,61,0.07,14.95,Sony PSP,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Dig Dug: Digging Strike,True,1,True,True,Action,True,Namco,True,65,0.06,16.95,Nintendo DS,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Frogger: Helmet Chaos,True,1,True,True,Action,True,Konami,True,69,0.06,17.95,Nintendo DS,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Mega Man Battle Network 5: Double Team DS,True,1,True,True,"Action,Role-Playing (RPG)",True,Capcom,True,68,0.06,17.95,Nintendo DS,E,True,2005,36.23,48.03,35.0,13,28.0,48.15,52.75,42.0,3,43.53,35.4,39.85,34.0,5,32.35,29.92,34.85,27.48,5,24.55
Nanostray,True,1,True,True,Action,True,THQ,True,71,0.06,17.95,Nintendo DS,E,True,2005,1.43,1.73,1.2,5,1.23,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.43,1.73,1.2,5,1.23
Sega Casino,True,1,True,True,Simulation,True,Sega,True,61,0.06,17.95,Nintendo DS,M,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,True,1,True,True,"Action,Adventure",True,Konami,True,58,0.06,17.95,Nintendo DS,T,True,2005,4.5,4.5,4.5,1,4.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,4.5,4.5,4.5,1,4.5
Pac-Man World 3,True,1,True,True,Action,True,"EA,Namco",True,61,0.06,24.95,Sony PSP,E,True,2005,8.0,8.0,8.0,1,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.0,8.0,8.0,1,8.0
Tokobot,True,1,True,True,Strategy,True,Unknown,True,72,0.06,17.95,Sony PSP,T,True,2005,9.33,10.5,8.68,4,8.5,0.0,0.0,0.0,0,0.0,12.0,12.0,12.0,1,12.0,8.45,8.7,8.37,3,8.2
Fullmetal Alchemist: Dual Sympathy,True,1,True,True,Action,True,Unknown,True,58,0.05,14.95,Nintendo DS,M,True,2005,14.0,14.5,14.0,2,13.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,14.0,14.5,14.0,2,13.5
Exit,True,1,True,True,Action,True,Ubisoft,True,77,0.05,9.95,Sony PSP,E,True,2005,6.0,6.0,6.0,2,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,6.0,6.0,6.0,2,6.0
Bubble Bobble Revolution,True,1,True,True,Action,True,Unknown,True,38,0.04,17.95,Nintendo DS,M,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The Rub Rabbits!,True,2,True,True,"Action,Adventure",True,Sega,True,68,0.02,17.95,Nintendo DS,M,True,2005,3.17,3.87,2.33,3,2.45,0.0,0.0,0.0,0,0.0,3.67,4.33,3.67,2,3.0,2.17,2.17,2.17,1,2.17
Electroplankton,True,1,True,True,Simulation,True,Nintendo,True,71,0.01,29.95,Nintendo DS,T,True,2005,0.43,0.55,0.5,6,0.27,0.5,0.5,0.5,1,0.5,0.0,0.0,0.0,0,0.0,0.42,0.55,0.5,5,0.27
LifeSigns: Surgical Unit,True,1,True,True,"Simulation,Strategy",True,Unknown,True,61,0.01,22.95,Nintendo DS,T,True,2005,30.52,30.52,30.52,1,30.52,30.52,30.52,30.52,1,30.52,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Space Invaders Revolution,True,1,True,True,Action,True,Unknown,True,49,0.01,13.95,Nintendo DS,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Wii Play,True,2,True,True,"Action,Sports",True,Nintendo,True,58,14.66,14.95,Nintendo Wii,T,True,2006,5.82,8.45,4.0,11,3.32,0.0,0.0,0.0,0,0.0,10.47,11.47,11.42,3,9.47,4.08,5.02,4.0,8,2.88
New Super Mario Bros.,True,1,True,True,Action,True,Nintendo,True,89,10.03,27.95,Nintendo DS,T,True,2006,10.23,21.65,9.0,156,6.05,17.07,24.98,15.5,33,10.68,10.93,16.23,10.0,40,7.65,7.2,14.15,7.0,83,4.8
Pokmon Diamond,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,85,6.77,27.95,Nintendo DS,E,True,2006,101.07,386.78,58.0,253,44.15,265.2,468.32,220.0,39,163.53,107.57,352.32,80.0,94,58.53,42.63,77.13,41.92,120,25.52
Pokmon Pearl,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,85,6.77,26.95,Nintendo DS,E,True,2006,101.07,386.78,58.0,253,44.15,265.2,468.32,220.0,39,163.53,107.57,352.32,80.0,94,58.53,42.63,77.13,41.92,120,25.52
Gears of War,True,2,True,True,Action,True,Microsoft,True,94,3.7,19.95,X360,M,True,2006,10.83,105.07,9.43,310,7.07,29.0,111.0,15.0,15,14.5,12.15,21.78,11.0,73,8.78,9.18,12.88,9.0,222,6.53
The Legend of Zelda: Twilight Princess,True,1,True,True,"Action,Role-Playing (RPG)",True,Nintendo,True,95,3.33,39.95,Nintendo Wii,M,True,2006,45.6,75.23,43.0,528,32.0,55.3,77.45,54.53,106,38.95,47.6,76.55,46.23,241,33.45,37.27,58.95,37.0,181,28.42
Cooking Mama,True,1,True,True,Simulation,True,Unknown,True,67,2.9,17.95,Nintendo DS,M,True,2006,8.63,10.9,7.0,5,6.78,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.63,10.9,7.0,5,6.78
Marvel Ultimate Alliance,True,4,True,True,"Action,Role-Playing (RPG)",True,Activision,True,82,2.42,14.95,X360,T,True,2006,15.25,27.58,14.0,68,10.3,25.38,30.05,24.82,3,20.73,17.63,28.93,17.0,26,12.85,12.87,20.63,12.37,39,9.3
Daxter,True,1,True,True,Action,True,Sony,True,85,2.38,14.95,Sony PSP,T,True,2006,9.07,13.98,8.0,37,6.27,14.28,16.92,14.5,6,12.22,8.52,10.72,8.35,19,7.22,7.35,8.68,7.57,12,5.72
The Elder Scrolls IV: Oblivion,True,1,True,True,"Action,Role-Playing (RPG)",True,2K,True,94,2.12,19.95,X360,E,True,2006,101.08,310.27,80.0,518,47.52,195.03,335.03,185.0,117,116.0,96.9,310.97,86.95,268,52.75,26.83,99.2,24.0,133,14.95
Madden NFL 07,True,2,True,True,Sports,True,EA,True,80,1.77,4.95,X360,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Grand Theft Auto: Vice City Stories,True,1,True,True,"Action,Racing / Driving",True,Rockstar,True,86,1.72,17.95,Sony PSP,E,True,2006,21.03,39.57,17.23,45,14.07,45.62,52.97,46.25,4,37.97,25.72,32.67,25.0,9,20.03,16.65,27.83,16.3,32,12.73
Resistance: Fall of Man,True,4,True,True,Action,True,Sony,True,86,1.61,19.95,PlayStation 3,E,True,2006,12.2,18.72,12.0,138,9.05,18.58,21.68,17.5,4,16.02,13.38,16.33,13.0,21,11.47,11.75,14.93,12.0,113,8.93
MotorStorm,True,1,True,True,"Action,Racing / Driving,Sports",True,Sony,True,82,1.58,16.95,PlayStation 3,T,True,2006,16.9,22.97,15.0,16,12.97,16.88,18.97,15.0,5,14.55,22.25,26.05,22.0,4,18.55,13.85,15.2,15.0,7,12.2
Call of Duty 3,True,2,True,True,Action,True,Activision,True,82,1.51,16.95,X360,T,True,2006,8.82,12.82,8.45,96,6.82,9.8,12.2,10.0,5,7.73,11.58,14.13,11.0,13,9.63,8.3,12.07,8.0,78,6.57
Yoshi's Island DS,True,1,True,True,Action,True,Nintendo,True,81,1.49,27.95,Nintendo DS,E,True,2006,9.63,18.1,9.58,23,7.07,0.0,0.0,0.0,0,0.0,13.63,19.7,12.0,5,9.9,8.52,10.48,9.17,18,6.68
Tom Clancy's Ghost Recon: Advanced Warfighter,True,4,True,True,Action,True,Ubisoft,True,90,1.46,14.95,X360,E,True,2006,8.67,9.35,8.75,10,7.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.67,9.35,8.75,10,7.88
Fight Night Round 3,True,2,True,True,"Action,Sports",True,EA,True,86,1.4,14.95,X360,E,True,2006,11.18,13.03,11.0,21,7.8,10.58,12.27,10.5,6,7.53,12.5,13.75,12.5,4,11.25,11.03,13.0,11.0,11,10.0
Pokmon Ranger,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,69,1.36,19.95,Nintendo DS,E,True,2006,16.55,37.77,13.42,36,11.13,36.88,48.17,34.67,5,25.38,14.6,17.35,14.83,11,12.25,12.55,16.77,12.57,20,9.92
Rayman Raving Rabbids,True,4,True,True,Action,True,Ubisoft,True,76,1.26,17.95,Nintendo Wii,T,True,2006,6.7,8.22,6.18,27,5.13,8.1,8.55,8.1,2,7.65,8.27,9.1,8.13,8,6.77,5.8,6.95,6.0,17,4.87
Saints Row,True,1,True,True,"Action,Racing / Driving",True,THQ,True,81,1.23,14.95,X360,T,True,2006,24.68,83.67,20.0,57,18.13,55.62,98.35,47.82,7,37.1,23.5,26.47,22.37,22,19.47,17.88,22.22,17.0,28,15.68
Tom Clancy's Rainbow Six: Vegas,True,2,True,True,Action,True,Ubisoft,True,88,1.19,14.95,X360,E,True,2006,9.9,19.72,9.0,76,6.67,12.0,12.0,12.0,1,12.0,12.95,21.4,12.65,20,9.4,8.75,17.43,9.0,55,6.37
Dead Rising,True,1,True,True,Action,True,Capcom,True,85,1.16,16.95,X360,E,True,2006,19.23,58.55,15.0,93,10.05,55.57,75.13,45.0,6,43.33,21.77,42.82,19.5,46,14.57,11.08,15.4,10.53,41,6.9
Call of Duty 3,True,1,True,True,Action,True,Activision,True,69,1.15,19.95,Nintendo Wii,E,True,2006,8.82,12.82,8.45,96,6.82,9.8,12.2,10.0,5,7.73,11.58,14.13,11.0,13,9.63,8.3,12.07,8.0,78,6.57
Lost Planet: Extreme Condition,True,1,True,True,Action,True,Capcom,True,79,1.15,12.95,X360,M,True,2006,8.87,14.47,9.0,92,6.55,12.7,15.6,9.7,3,9.8,9.52,12.73,9.4,15,8.48,8.57,13.27,8.48,74,6.35
Mario Hoops 3 on 3,True,1,True,True,Sports,True,Nintendo,True,69,1.03,22.95,Nintendo DS,M,True,2006,4.25,4.62,4.25,2,3.87,0.0,0.0,0.0,0,0.0,5.0,5.0,5.0,1,5.0,3.5,3.5,3.5,1,3.5
LEGO Star Wars II: The Original Trilogy,True,1,True,True,Action,True,EA,True,47,1.02,17.95,Nintendo DS,E,True,2006,17.55,32.13,15.0,51,10.63,27.85,37.62,26.62,14,23.62,16.82,28.45,15.0,16,13.95,11.25,16.0,12.0,21,8.3
Super Monkey Ball: Banana Blitz,True,4,True,True,Action,True,Sega,True,74,1.0,14.95,Nintendo Wii,T,True,2006,5.32,6.92,5.4,6,4.17,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5.32,6.92,5.4,6,4.17
The Sims 2: Pets,True,1,True,True,Simulation,True,EA,True,49,0.97,14.95,Nintendo DS,T,True,2006,27.7,31.55,27.7,2,23.85,0.0,0.0,0.0,0,0.0,27.7,31.55,27.7,2,23.85,0.0,0.0,0.0,0,0.0
Need for Speed: Carbon - Own the City,True,1,True,True,Racing / Driving,True,EA,True,73,0.93,16.95,Sony PSP,E,True,2006,18.03,19.18,18.03,2,16.87,20.35,20.35,20.35,1,20.35,0.0,0.0,0.0,0,0.0,15.72,15.72,15.72,1,15.72
WarioWare: Smooth Moves,True,6,True,True,"Action,Racing / Driving,Sports",True,Nintendo,True,83,0.9,39.95,Nintendo Wii,T,True,2006,4.47,8.35,3.0,34,2.33,7.78,10.42,8.0,8,5.25,6.27,8.95,5.0,5,4.82,2.77,6.32,2.5,21,1.78
Fight Night Round 3,True,2,True,True,"Action,Sports",True,EA,True,83,0.86,13.95,PlayStation 3,T,True,2006,11.18,13.03,11.0,21,7.8,10.58,12.27,10.5,6,7.53,12.5,13.75,12.5,4,11.25,11.03,13.0,11.0,11,10.0
Final Fantasy III,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,77,0.86,17.95,Nintendo DS,E,True,2006,51.07,98.15,44.0,849,30.97,89.7,118.62,87.27,130,69.73,52.95,87.43,48.8,466,36.43,27.72,44.05,25.9,253,20.6
SOCOM: U.S. Navy SEALs - Fireteam Bravo 2,True,1,True,True,Action,True,Sony,True,81,0.86,16.95,Sony PSP,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Madden NFL 07,True,1,True,True,Sports,True,EA,True,78,0.83,9.95,Sony PSP,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Monster 4x4: World Circuit,True,4,True,True,Racing / Driving,True,Ubisoft,True,51,0.82,12.95,Nintendo Wii,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Kirby: Squeak Squad,True,1,True,True,Action,True,Nintendo,True,71,0.82,27.95,Nintendo DS,T,True,2006,5.63,8.75,5.0,42,3.28,6.6,9.28,6.2,22,3.82,5.23,6.5,4.82,7,4.23,4.22,5.88,4.0,13,3.03
Pokmon Battle Revolution,True,4,True,True,"Action,Strategy",True,Nintendo,True,53,0.81,39.95,Nintendo Wii,T,True,2006,20.03,41.72,15.42,15,11.93,65.72,65.72,65.72,1,65.72,23.52,28.48,24.0,5,19.58,13.02,18.5,13.0,9,9.58
Medal of Honor: Heroes,True,1,True,True,Action,True,EA,True,71,0.81,14.95,Sony PSP,E,True,2006,4.97,5.48,5.0,8,4.38,0.0,0.0,0.0,0,0.0,5.0,5.0,5.0,2,5.0,4.95,5.48,5.0,6,4.37
Tekken: Dark Resurrection,True,1,True,True,Action,True,"Namco,Sony",True,88,0.81,17.95,Sony PSP,E,True,2006,22.65,30.87,30.5,6,14.28,35.08,35.12,35.08,2,35.03,30.5,30.75,30.5,2,30.25,2.37,2.55,2.37,2,2.18
Need for Speed: Carbon,True,2,True,True,Racing / Driving,True,EA,True,77,0.78,16.95,X360,E,True,2006,13.3,21.22,13.6,56,9.15,22.67,25.17,20.0,3,20.17,13.02,16.75,14.0,19,9.18,12.62,15.4,13.0,34,8.87
Mario vs. Donkey Kong 2: March of the Minis,True,1,True,True,Action,True,Nintendo,True,76,0.77,27.95,Nintendo DS,T,True,2006,5.02,6.68,4.75,5,3.73,0.0,0.0,0.0,0,0.0,6.75,7.62,6.75,2,5.87,3.88,4.42,4.32,3,3.33
Sonic Rivals,True,1,True,True,"Action,Racing / Driving",True,Sega,True,64,0.76,17.95,Sony PSP,T,True,2006,9.6,14.02,6.5,4,6.75,20.0,20.0,20.0,1,20.0,0.0,0.0,0.0,0,0.0,6.15,6.53,6.0,3,5.75
NCAA Football 07,True,2,True,True,Sports,True,EA,True,79,0.7,4.95,X360,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Mortal Kombat: Unchained,True,2,True,True,Action,True,Midway,True,70,0.67,17.95,Sony PSP,E,True,2006,13.55,26.98,4.37,4,4.72,45.0,45.0,45.0,1,45.0,0.0,0.0,0.0,0,0.0,3.07,4.7,1.75,3,1.45
Tom Clancy's Splinter Cell: Double Agent,True,1,True,True,Action,True,Ubisoft,True,85,0.67,17.95,X360,E,True,2006,12.42,35.85,11.0,76,8.85,17.37,37.17,11.33,9,11.22,11.93,19.25,11.0,27,8.73,11.62,15.65,11.0,40,9.65
Tetris DS,True,1,True,True,Strategy,True,Nintendo,True,84,0.66,17.95,Nintendo DS,M,True,2006,27.4,33.72,27.5,8,21.85,33.5,35.25,33.5,2,31.75,34.0,37.75,37.0,3,30.25,16.75,16.93,17.0,3,16.55
LEGO Star Wars II: The Original Trilogy,True,2,True,True,Action,True,Unknown,True,83,0.61,17.95,Sony PSP,T,True,2006,17.55,32.13,15.0,51,10.63,27.85,37.62,26.62,14,23.62,16.82,28.45,15.0,16,13.95,11.25,16.0,12.0,21,8.3
Red Steel,True,4,True,True,Action,True,Ubisoft,True,63,0.58,14.95,Nintendo Wii,T,True,2006,8.6,9.97,8.25,12,7.37,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.6,9.97,8.25,12,7.37
Metroid Prime: Hunters,True,1,True,True,Action,True,Nintendo,True,85,0.58,27.95,Nintendo DS,E,True,2006,9.3,13.77,8.73,32,6.85,15.25,16.88,15.25,2,13.62,9.05,10.95,8.78,12,7.77,8.8,11.85,8.63,18,6.7
