Title,Handheld?,Max Players,Multiplatform?,Online?,Genres,Licensed?,Publishers,Sequel,Review Score,Sales,Used Price,Console,Rating,Re-release?,Year,CT_All,CT_Comp,CT_MainExtra,CT_MainOnly
Blazing Angels 2: Secret Missions of WWII,True,2,True,True,Action,True,Ubisoft,True,70,0.08,22.95,PlayStation 3,T,True,2007,12.5,-100.0,16.0,10.0
Cake Mania,True,1,True,True,Action,True,Unknown,True,55,0.08,16.95,Nintendo DS,M,True,2007,5.87,6.42,-100.0,5.33
River King: Mystic Valley,True,1,True,True,Adventure,True,Unknown,True,54,0.08,24.95,Nintendo DS,T,True,2007,-100.0,-100.0,-100.0,-100.0
Touch Detective 2 1/2,True,1,True,True,Adventure,True,Unknown,True,67,0.08,14.95,Nintendo DS,T,True,2007,6.63,7.35,8.35,5.65
7 Wonders of the Ancient World,True,1,True,True,Strategy,True,Unknown,True,51,0.08,17.95,Sony PSP,E,True,2007,4.85,-100.0,-100.0,4.85
Brooktown High,True,1,True,True,Simulation,True,Konami,True,51,0.08,16.95,Sony PSP,T,True,2007,-100.0,-100.0,-100.0,-100.0
Crush,True,1,True,True,Action,True,Sega,True,83,0.08,16.95,Sony PSP,E,True,2007,6.6,9.5,7.67,5.8
Jackass: The Game,True,1,True,True,Action,True,Unknown,True,58,0.08,17.95,Sony PSP,E,True,2007,-100.0,-100.0,-100.0,-100.0
The Sims 2: Castaway,True,1,True,True,Simulation,True,EA,True,64,0.08,17.95,Sony PSP,T,True,2007,8.0,-100.0,8.0,-100.0
Test Drive Unlimited,True,1,True,True,Racing / Driving,True,Atari,True,80,0.08,17.95,Sony PSP,M,True,2007,38.5,100.0,50.0,30.0
Thrillville: Off the Rails,True,1,True,True,Simulation,True,Unknown,True,72,0.08,16.95,Sony PSP,T,True,2007,9.63,10.75,32.0,8.5
Victorious Boxers: Revolution,True,1,True,True,Action,True,Ubisoft,True,59,0.08,24.95,Nintendo Wii,E,True,2007,-100.0,-100.0,-100.0,-100.0
Bladestorm: The Hundred Years' War,True,1,True,True,Action,True,Unknown,True,63,0.08,34.95,X360,T,True,2007,51.25,-100.0,51.25,-100.0
Looney Tunes: Acme Arsenal,True,4,True,True,Action,True,Unknown,True,40,0.07,17.95,X360,M,True,2007,3.15,-100.0,-100.0,3.15
SEGA Rally Revo,True,2,True,True,Racing / Driving,True,Sega,True,75,0.07,16.95,PlayStation 3,T,True,2007,34.0,34.0,-100.0,-100.0
Death Jr. and the Science Fair of Doom,True,1,True,True,Action,True,Konami,True,47,0.07,12.95,Nintendo DS,M,True,2007,-100.0,-100.0,-100.0,-100.0
Indianapolis 500 Legends,True,1,True,True,Racing / Driving,True,Unknown,True,51,0.07,16.95,Nintendo DS,T,True,2007,14.5,14.5,-100.0,-100.0
Worms: Open Warfare 2,True,1,True,True,Action,True,THQ,True,81,0.07,17.95,Nintendo DS,E,True,2007,9.12,10.0,-100.0,8.25
Alien Syndrome,True,1,True,True,Action,True,Sega,True,51,0.07,12.95,Sony PSP,E,True,2007,3.0,2.25,-100.0,3.05
BlackSite: Area 51,True,1,True,True,Action,True,Midway,True,56,0.07,17.95,PlayStation 3,E,True,2007,5.8,6.8,6.0,5.53
Code Lyoko: Quest for Infinity,True,1,True,True,Action,True,Unknown,True,58,0.07,17.95,Nintendo Wii,T,True,2007,5.8,-100.0,-100.0,5.8
Super Swing Golf Season 2,True,1,True,True,Sports,True,Unknown,True,70,0.07,19.95,Nintendo Wii,M,True,2007,-100.0,-100.0,-100.0,-100.0
FlatOut: Ultimate Carnage,True,1,True,True,Racing / Driving,True,Unknown,True,80,0.07,16.95,X360,E,True,2007,23.0,40.8,24.0,14.5
Zoids Assault,True,1,True,True,Role-Playing (RPG),True,Unknown,True,46,0.07,17.95,X360,M,True,2007,12.05,13.1,-100.0,11.0
Alien Syndrome,True,4,True,True,Action,True,Sega,True,48,0.06,12.95,Nintendo Wii,E,True,2007,3.0,2.25,-100.0,3.05
Tetris Evolution,True,4,True,True,Strategy,True,THQ,True,52,0.06,17.95,X360,T,True,2007,-100.0,-100.0,-100.0,-100.0
Heroes of Mana,True,1,True,True,Strategy,True,SquareEnix,True,66,0.06,24.95,Nintendo DS,T,True,2007,27.02,37.0,-100.0,17.03
Myst,True,1,True,True,Adventure,True,Midway,True,43,0.06,24.95,Nintendo DS,E,True,2007,7.05,8.72,9.0,6.07
Coded Arms: Contagion,True,1,True,True,Action,True,Konami,True,56,0.06,14.95,Sony PSP,E,True,2007,10.0,-100.0,-100.0,10.0
King of Clubs,True,1,True,True,Sports,True,Unknown,True,35,0.06,14.95,Nintendo Wii,E,True,2007,-100.0,-100.0,-100.0,-100.0
F.E.A.R. Files,True,1,True,True,Action,True,Unknown,True,66,0.06,17.95,X360,E,True,2007,10.0,-100.0,12.25,10.0
Ontamarama,True,1,True,True,Action,True,Unknown,True,71,0.05,17.95,Nintendo DS,M,True,2007,1.0,-100.0,-100.0,1.0
Retro Game Challenge,True,1,True,True,Action,True,Namco,True,77,0.05,17.95,Nintendo DS,T,True,2007,10.33,20.0,10.33,9.75
Ultimate Mortal Kombat 3,True,1,True,True,Action,True,Midway,True,73,0.05,23.95,Nintendo DS,E,True,2007,2.0,8.0,6.0,1.0
"Warhammer 40,000: Squad Command",True,1,True,True,Strategy,True,THQ,True,57,0.05,17.95,Nintendo DS,T,True,2007,-100.0,-100.0,-100.0,-100.0
Juiced 2: Hot Import Nights,True,1,True,True,Racing / Driving,True,THQ,True,73,0.05,16.95,Sony PSP,E,True,2007,15.6,-100.0,17.35,15.0
Pursuit Force: Extreme Justice,True,1,True,True,Action,True,Sony,True,73,0.05,14.95,Sony PSP,E,True,2007,8.0,-100.0,11.0,8.0
Medal of Honor: Vanguard,True,1,True,True,Action,True,EA,True,56,0.05,17.95,Nintendo Wii,T,True,2007,3.63,-100.0,-100.0,3.63
World Series of Poker 2008: Battle for the Brac...,True,1,True,True,Simulation,True,Activision,True,74,0.05,19.95,X360,E,True,2007,-100.0,-100.0,-100.0,-100.0
Pro Evolution Soccer 2008,True,7,True,True,Sports,True,Konami,True,74,0.04,17.95,PlayStation 3,E,True,2007,70.0,78.2,35.0,-100.0
Worms: Open Warfare 2,True,4,True,True,Action,True,THQ,True,80,0.04,17.95,Sony PSP,T,True,2007,9.12,10.0,-100.0,8.25
Surf's Up,True,4,True,True,Sports,True,Ubisoft,True,59,0.04,17.95,PlayStation 3,E,True,2007,1.28,-100.0,-100.0,1.28
Fantastic Four: Rise of the Silver Surfer,True,4,True,True,Action,True,2K,True,39,0.04,12.95,Nintendo Wii,E,True,2007,6.42,-100.0,10.0,5.75
Brothers in Arms DS,True,1,True,True,Action,True,Ubisoft,True,72,0.04,17.95,Nintendo DS,E,True,2007,5.0,-100.0,9.0,5.0
Bubble Bobble Double Shot,True,1,True,True,Action,True,Unknown,True,50,0.04,17.95,Nintendo DS,E,True,2007,-100.0,-100.0,-100.0,-100.0
Fantastic Four: Rise of the Silver Surfer,True,1,True,True,Action,True,2K,True,35,0.04,14.95,Nintendo DS,E,True,2007,6.42,-100.0,10.0,5.75
Zendoku,True,1,True,True,Role-Playing (RPG),True,Eidos,True,68,0.04,16.95,Nintendo DS,E,True,2007,4.0,4.0,-100.0,-100.0
Heatseeker,True,1,True,True,Action,True,Unknown,True,49,0.04,12.95,Sony PSP,T,True,2007,9.75,-100.0,-100.0,9.75
Manhunt 2,True,1,True,True,Action,True,Rockstar,True,69,0.04,7.95,Sony PSP,T,True,2007,9.5,21.18,14.0,8.57
SWAT: Target Liberty,True,1,True,True,Action,True,Unknown,True,50,0.04,12.95,Sony PSP,E,True,2007,-100.0,-100.0,-100.0,-100.0
Anubis II,True,1,True,True,Action,True,Unknown,True,19,0.04,9.95,Nintendo Wii,M,True,2007,-100.0,-100.0,-100.0,-100.0
Barnyard,True,1,True,True,Action,True,THQ,True,65,0.04,17.95,Nintendo Wii,T,True,2007,-100.0,-100.0,-100.0,-100.0
Escape from Bug Island,True,1,True,True,Action,True,Eidos,True,37,0.04,14.95,Nintendo Wii,T,True,2007,6.62,-100.0,11.37,5.38
Octomania,True,1,True,True,Action,True,Unknown,True,66,0.04,14.95,Nintendo Wii,M,True,2007,-100.0,-100.0,-100.0,-100.0
Cabela's Big Game Hunter,True,1,True,True,Simulation,True,Activision,True,51,0.04,19.95,X360,E,True,2007,4.0,-100.0,4.75,4.0
UEFA Champions League 2006-2007,True,4,True,True,Sports,True,EA,True,72,0.03,6.95,X360,T,True,2007,-100.0,-100.0,-100.0,-100.0
Aliens Vs Predator: Requiem,True,2,True,True,Action,True,Unknown,True,49,0.03,17.95,Sony PSP,T,True,2007,-100.0,-100.0,-100.0,-100.0
NBA 08,True,2,True,True,Sports,True,Sony,True,75,0.03,7.95,Sony PSP,E,True,2007,-100.0,-100.0,-100.0,-100.0
Guilty Gear XX ? Core,True,2,True,True,Action,True,Unknown,True,75,0.03,24.95,Nintendo Wii,E,True,2007,2.0,-100.0,-100.0,2.0
Arkanoid DS,True,1,True,True,Strategy,True,SquareEnix,True,61,0.03,16.95,Nintendo DS,E,True,2007,-100.0,-100.0,-100.0,-100.0
Code Lyoko,True,1,True,True,Action,True,Unknown,True,63,0.03,11.95,Nintendo DS,T,True,2007,7.0,-100.0,10.15,6.52
Dynasty Warriors DS: Fighter's Battle,True,1,True,True,Action,True,Unknown,True,56,0.03,14.95,Nintendo DS,T,True,2007,-100.0,-100.0,-100.0,-100.0
Orcs & Elves,True,1,True,True,Action,True,EA,True,68,0.03,14.95,Nintendo DS,T,True,2007,5.0,6.5,-100.0,4.67
Prism: Light the Way,True,1,True,True,Action,True,Eidos,True,73,0.03,16.95,Nintendo DS,T,True,2007,-100.0,-100.0,-100.0,-100.0
Dead Head Fred,True,1,True,True,Action,True,Unknown,True,75,0.03,12.95,Sony PSP,E,True,2007,9.9,-100.0,11.8,8.0
Hot Pixel,True,1,True,True,Action,True,Atari,True,55,0.03,8.95,Sony PSP,T,True,2007,0.72,-100.0,1.0,0.45
The Legend of Heroes III: Song of the Ocean,True,1,True,True,Role-Playing (RPG),True,Namco,True,58,0.03,17.95,Sony PSP,T,True,2007,50.0,65.0,-100.0,35.0
SEGA Rally Revo,True,1,True,True,Racing / Driving,True,Sega,True,74,0.03,16.95,Sony PSP,T,True,2007,34.0,34.0,-100.0,-100.0
Bionicle Heroes,True,1,True,True,Action,True,Eidos,True,52,0.03,17.95,Nintendo Wii,T,True,2007,12.88,18.33,24.0,9.75
Burnout Dominator,True,4,True,True,Action,True,EA,True,76,0.02,17.95,Sony PSP,T,True,2007,18.37,21.5,18.37,14.0
Samurai Warriors 2: Empires,True,2,True,True,Action,True,Unknown,True,53,0.02,19.95,X360,E,True,2007,12.5,18.0,12.5,8.0
Meteos: Disney Magic,True,1,True,True,Strategy,True,Disney,True,74,0.02,12.95,Nintendo DS,T,True,2007,-100.0,-100.0,-100.0,-100.0
Turn It Around,True,1,True,True,Racing / Driving,True,Unknown,True,39,0.02,9.95,Nintendo DS,E,True,2007,1.0,1.0,-100.0,-100.0
Cube,True,1,True,True,Strategy,True,Unknown,True,60,0.02,17.95,Sony PSP,T,True,2007,-100.0,-100.0,-100.0,-100.0
Dragoneer's Aria,True,1,True,True,Role-Playing (RPG),True,Unknown,True,56,0.02,24.95,Sony PSP,E,True,2007,37.63,-100.0,-100.0,37.63
The Fast and the Furious,True,1,True,True,Racing / Driving,True,Namco,True,58,0.02,22.95,Sony PSP,M,True,2007,-100.0,-100.0,-100.0,-100.0
R-Type Command,True,1,True,True,Strategy,True,Unknown,True,69,0.02,14.95,Sony PSP,M,True,2007,31.9,-100.0,39.45,24.37
Virtua Tennis 3,True,1,True,True,Sports,True,Sega,True,79,0.02,16.95,Sony PSP,M,True,2007,15.5,-100.0,15.0,17.0
Virtua Tennis 3,True,4,True,True,Sports,True,Sega,True,80,0.01,14.95,X360,T,True,2007,15.5,-100.0,15.0,17.0
Front Mission,True,1,True,True,Strategy,True,SquareEnix,True,72,0.01,17.95,Nintendo DS,E,True,2007,20.3,-100.0,-100.0,20.3
Lost in Blue 2,True,1,True,True,Role-Playing (RPG),True,Konami,True,58,0.01,17.95,Nintendo DS,T,True,2007,-100.0,-100.0,-100.0,-100.0
Nervous Brickdown,True,1,True,True,Action,True,Unknown,True,70,0.01,17.95,Nintendo DS,E,True,2007,8.0,-100.0,-100.0,8.0
Sea Monsters: A Prehistoric Adventure,True,1,True,True,Action,True,Unknown,True,43,0.01,13.95,Nintendo DS,T,True,2007,5.0,5.0,-100.0,-100.0
After Burner: Black Falcon,True,1,True,True,Action,True,Sega,True,73,0.01,19.95,Sony PSP,M,True,2007,-100.0,-100.0,-100.0,-100.0
Capcom Puzzle World,True,1,True,True,Strategy,True,Capcom,True,65,0.01,19.95,Sony PSP,M,True,2007,-100.0,-100.0,-100.0,-100.0
Puzzle Quest: Challenge of the Warlords,True,1,True,True,Role-Playing (RPG),True,Unknown,True,84,0.01,17.95,Sony PSP,T,True,2007,40.0,56.0,40.5,35.0
Smash Court Tennis 3,True,1,True,True,Sports,True,Namco,True,68,0.01,19.95,Sony PSP,T,True,2007,-100.0,-100.0,-100.0,-100.0
UEFA Champions League 2006-2007,True,1,True,True,Sports,True,EA,True,71,0.01,14.95,Sony PSP,T,True,2007,-100.0,-100.0,-100.0,-100.0
Driver: Parallel Lines,True,1,True,True,Action,True,Ubisoft,True,59,0.01,24.95,Nintendo Wii,E,True,2007,11.5,-100.0,12.3,10.6
Mario Kart Wii,True,4,True,True,Racing / Driving,True,Nintendo,True,82,12.39,29.95,Nintendo Wii,T,True,2008,9.12,17.0,10.0,5.0
Grand Theft Auto IV,True,1,True,True,Action,True,Rockstar,True,98,5.76,24.95,X360,E,True,2008,32.0,80.0,40.0,28.0
Super Smash Bros.: Brawl,True,6,True,True,Action,True,Nintendo,True,93,5.71,39.95,Nintendo Wii,T,True,2008,15.0,135.0,52.62,10.0
Call of Duty: World at War,True,4,True,True,Action,True,Activision,True,84,4.58,29.95,X360,E,True,2008,8.0,15.0,10.0,8.0
Grand Theft Auto IV,True,1,True,True,Action,True,Rockstar,True,98,3.91,24.95,PlayStation 3,E,True,2008,32.0,80.0,40.0,28.0
Gears of War 2,True,2,True,True,Action,True,Microsoft,True,93,3.9,24.95,X360,E,True,2008,10.0,110.0,12.0,10.0
Pokmon: Platinum Version,True,1,True,True,Adventure,True,Nintendo,True,83,2.86,27.95,Nintendo DS,T,True,2008,43.0,198.0,67.72,35.0
Metal Gear Solid 4: Guns of the Patriots,True,1,True,True,Action,True,Konami,True,94,2.58,22.95,PlayStation 3,T,True,2008,18.9,27.0,20.65,18.17
Fable II,True,1,True,True,Role-Playing (RPG),True,Microsoft,True,89,2.55,17.95,X360,E,True,2008,20.0,53.37,23.4,12.0
Call of Duty: World at War,True,4,True,True,Action,True,Activision,True,85,2.53,29.95,PlayStation 3,T,True,2008,8.0,15.0,10.0,8.0
Guitar Hero: World Tour,True,4,True,True,Action,True,Activision,True,86,2.47,17.95,Nintendo Wii,T,True,2008,8.62,21.0,20.0,8.0
LittleBigPlanet,True,4,True,True,Action,True,Sony,True,95,2.46,24.95,PlayStation 3,T,True,2008,10.0,38.0,15.0,9.0
Fallout 3,True,1,True,True,Action,True,Unknown,True,93,2.44,17.95,X360,T,True,2008,45.0,112.32,54.0,22.0
LEGO Indiana Jones: The Original Adventures,True,2,True,True,Action,True,Unknown,True,77,2.42,9.95,X360,M,True,2008,13.72,24.02,15.0,10.0
Left 4 Dead,True,2,True,True,Action,True,Unknown,True,89,2.39,19.95,X360,M,True,2008,7.0,59.58,14.0,6.52
Madden NFL 09,True,4,True,True,Sports,True,EA,True,83,2.33,14.95,X360,T,True,2008,14.52,19.03,-100.0,10.0
Guitar Hero: On Tour,True,1,True,True,Action,True,Activision,True,71,2.22,14.95,Nintendo DS,M,True,2008,24.0,24.0,-100.0,-100.0
Kung Fu Panda,True,4,True,True,Action,True,Activision,True,75,2.04,9.95,X360,E,True,2008,5.0,13.5,7.0,5.0
Rock Band 2,True,4,True,True,Action,True,Unknown,True,92,1.85,19.95,X360,E,True,2008,12.5,295.87,20.0,9.0
Sega Superstars Tennis,True,4,True,True,Sports,True,Sega,True,67,1.84,9.95,X360,E,True,2008,8.0,-100.0,8.58,8.0
Guitar Hero: World Tour,True,4,True,True,Action,True,Activision,True,85,1.78,16.95,X360,T,True,2008,8.62,21.0,20.0,8.0
Animal Crossing: City Folk,True,1,True,True,Simulation,True,Nintendo,True,73,1.78,29.95,Nintendo Wii,T,True,2008,65.0,617.42,200.0,62.0
Mario & Sonic at the Olympic Games,True,1,True,True,Action,True,"Nintendo,Sega",True,70,1.74,24.95,Nintendo DS,T,True,2008,9.0,10.0,9.58,7.0
Madden NFL 09,True,4,True,True,Sports,True,EA,True,85,1.66,14.95,PlayStation 3,E,True,2008,14.52,19.03,-100.0,10.0
LEGO Batman: The Videogame,True,2,True,True,Action,True,Unknown,True,76,1.64,14.95,X360,T,True,2008,15.0,29.0,16.0,9.43
Tom Clancy's Rainbow Six: Vegas 2,True,2,True,True,Action,True,Ubisoft,True,82,1.61,16.95,X360,M,True,2008,9.0,12.0,12.65,9.0
Kirby Super Star Ultra,True,1,True,True,Action,True,Nintendo,True,76,1.6,24.95,Nintendo DS,M,True,2008,8.63,11.02,10.0,4.75
Star Wars: The Force Unleashed,True,1,True,True,Action,True,Unknown,True,73,1.59,16.95,X360,T,True,2008,5.5,11.33,7.0,5.0
God of War: Chains of Olympus,True,1,True,True,Action,True,Sony,True,91,1.54,17.95,Sony PSP,T,True,2008,5.67,8.67,6.0,5.47
Fallout 3,True,1,True,True,Action,True,Unknown,True,90,1.48,17.95,PlayStation 3,M,True,2008,45.0,112.32,54.0,22.0
Pure,True,1,True,True,Racing / Driving,True,Disney,True,85,1.43,12.95,X360,T,True,2008,13.0,13.0,14.0,8.5
LEGO Indiana Jones: The Original Adventures,True,2,True,True,Action,True,Unknown,True,78,1.42,16.95,Nintendo Wii,E,True,2008,13.72,24.02,15.0,10.0
Rock Band,True,2,True,True,Action,True,Unknown,True,92,1.4,17.95,Nintendo Wii,T,True,2008,8.0,42.0,26.37,7.75
LEGO Batman: The Videogame,True,1,True,True,Action,True,Unknown,True,72,1.39,17.95,Nintendo DS,T,True,2008,15.0,29.0,16.0,9.43
Saints Row 2,True,1,True,True,Action,True,THQ,True,81,1.39,17.95,X360,E,True,2008,23.68,54.0,28.53,20.0
LEGO Batman: The Videogame,True,2,True,True,Action,True,Unknown,True,74,1.32,17.95,Nintendo Wii,E,True,2008,15.0,29.0,16.0,9.43
Call of Duty: World at War,True,2,True,True,Action,True,Activision,True,83,1.17,29.95,Nintendo Wii,M,True,2008,8.0,15.0,10.0,8.0
Midnight Club: Los Angeles,True,1,True,True,Racing / Driving,True,Rockstar,True,81,1.15,22.95,X360,E,True,2008,31.03,35.0,34.0,23.62
Mortal Kombat vs. DC Universe,True,2,True,True,Action,True,Midway,True,76,1.13,24.95,PlayStation 3,E,True,2008,4.0,-100.0,6.87,3.0
Army of Two,True,2,True,True,Action,True,EA,True,72,1.12,16.95,X360,T,True,2008,6.75,-100.0,7.03,6.72
Resistance 2,True,2,True,True,Action,True,Sony,True,87,1.11,24.95,PlayStation 3,E,True,2008,10.0,15.25,11.87,10.0
Rock Band 2,True,1,True,True,Action,True,Unknown,True,91,1.11,24.95,PlayStation 3,E,True,2008,12.5,295.87,20.0,9.0
Midnight Club: Los Angeles,True,1,True,True,Racing / Driving,True,Rockstar,True,82,1.09,22.95,PlayStation 3,M,True,2008,31.03,35.0,34.0,23.62
Sonic Unleashed,True,1,True,True,Action,True,Sega,True,66,1.09,17.95,Nintendo Wii,E,True,2008,13.0,17.35,13.25,13.0
NBA 2K9 ,True,1,True,True,Sports,True,2K,True,84,1.07,12.95,X360,E,True,2008,-100.0,-100.0,-100.0,-100.0
Guitar Hero: World Tour,True,4,True,True,Action,True,Activision,True,84,1.04,17.95,PlayStation 3,E,True,2008,8.62,21.0,20.0,8.0
Guitar Hero: Aerosmith,True,1,True,True,Action,True,Activision,True,73,1.03,14.95,Nintendo Wii,E,True,2008,5.0,68.02,17.2,4.93
Star Wars: The Force Unleashed,True,2,True,True,Action,True,Unknown,True,71,1.01,14.95,Nintendo Wii,E,True,2008,5.5,11.33,7.0,5.0
Burnout Paradise,True,1,True,True,Action,True,EA,True,87,1.01,17.95,PlayStation 3,T,True,2008,20.0,50.0,25.0,14.0
Pokmon Ranger: Shadows of Almia,True,1,True,True,Action,True,Nintendo,True,68,0.99,24.95,Nintendo DS,T,True,2008,25.0,35.0,26.35,22.0
Mortal Kombat vs. DC Universe,True,2,True,True,Action,True,Midway,True,72,0.98,24.95,X360,M,True,2008,4.0,-100.0,6.87,3.0
Dead Space,True,1,True,True,Action,True,EA,True,88,0.96,17.95,PlayStation 3,M,True,2008,12.0,20.0,12.42,11.37
Shaun White Snowboarding: Road Trip,True,1,True,True,Sports,True,Ubisoft,True,78,0.95,14.95,Nintendo Wii,E,True,2008,-100.0,-100.0,-100.0,-100.0
Star Wars: The Force Unleashed,True,1,True,True,Action,True,Unknown,True,71,0.92,17.95,PlayStation 3,E,True,2008,5.5,11.33,7.0,5.0
Guitar Hero: Aerosmith,True,2,True,True,Action,True,Activision,True,70,0.91,9.95,X360,E,True,2008,5.0,68.02,17.2,4.93
SOCOM: U.S. Navy SEALs - Confrontation,True,1,True,True,Action,True,Sony,True,63,0.91,16.95,PlayStation 3,E,True,2008,10.0,-100.0,-100.0,10.0
SoulCalibur IV,True,2,True,True,Action,True,Namco,True,85,0.87,19.95,X360,E,True,2008,5.0,33.0,10.0,2.25
Battlefield: Bad Company,True,1,True,True,Action,True,EA,True,83,0.8300000000000001,16.95,X360,E,True,2008,7.0,14.0,9.0,6.73
Saints Row 2,True,1,True,True,Action,True,THQ,True,82,0.81,17.95,PlayStation 3,M,True,2008,23.68,54.0,28.53,20.0
Guitar Hero: On Tour - Decades,True,1,True,True,Action,True,Activision,True,72,0.8,17.95,Nintendo DS,T,True,2008,10.92,20.0,-100.0,1.83
Devil May Cry 4,True,1,True,True,Action,True,Capcom,True,84,0.8,17.95,X360,T,True,2008,12.0,44.0,14.0,11.0
Mystery Case Files: MillionHeir,True,1,True,True,Adventure,True,Nintendo,True,65,0.76,17.95,Nintendo DS,T,True,2008,7.17,-100.0,7.0,8.58
Battlefield: Bad Company,True,1,True,True,Action,True,EA,True,84,0.76,17.95,PlayStation 3,T,True,2008,7.0,14.0,9.0,6.73
Army of Two,True,2,True,True,Action,True,EA,True,74,0.75,16.95,PlayStation 3,T,True,2008,6.75,-100.0,7.03,6.72
Rayman Raving Rabbids TV Party,True,4,True,True,Action,True,Ubisoft,True,73,0.74,17.95,Nintendo Wii,T,True,2008,-100.0,-100.0,-100.0,-100.0
The House of the Dead 2 & 3 Return,True,2,True,True,Action,True,Sega,True,66,0.74,17.95,Nintendo Wii,M,True,2008,4.0,15.5,-100.0,2.0
Far Cry 2,True,1,True,True,Action,True,Ubisoft,True,85,0.73,19.95,X360,T,True,2008,23.0,39.32,26.0,17.0
Boom Blox,True,4,True,True,Action,True,EA,True,85,0.72,24.95,Nintendo Wii,T,True,2008,7.0,-100.0,7.5,4.0
Spore Creatures,True,1,True,True,Adventure,True,EA,True,65,0.7000000000000001,14.95,Nintendo DS,T,True,2008,-100.0,-100.0,-100.0,-100.0
Madden NFL 09,True,4,True,True,Sports,True,EA,True,68,0.68,14.95,Sony PSP,T,True,2008,14.52,19.03,-100.0,10.0
NCAA Football 09,True,4,True,True,Sports,True,EA,True,83,0.68,14.95,X360,T,True,2008,-100.0,-100.0,-100.0,-100.0
MLB 08: The Show,True,2,True,True,Sports,True,Sony,True,85,0.67,12.95,PlayStation 3,E,True,2008,10.0,-100.0,-100.0,10.0
Tom Clancy's Rainbow Six: Vegas 2,True,2,True,True,Action,True,Ubisoft,True,81,0.67,24.95,PlayStation 3,E,True,2008,9.0,12.0,12.65,9.0
Mercenaries 2: World in Flames,True,1,True,True,Action,True,EA,True,72,0.66,14.95,X360,E,True,2008,20.27,30.0,24.5,18.0
Need for Speed: Undercover,True,1,True,True,Racing / Driving,True,EA,True,64,0.66,17.95,X360,E,True,2008,11.2,14.5,13.0,11.0
Guitar Hero: Aerosmith,True,2,True,True,Action,True,Activision,True,70,0.65,14.95,PlayStation 3,M,True,2008,5.0,68.02,17.2,4.93
SoulCalibur IV,True,2,True,True,Action,True,"Namco,Ubisoft",True,85,0.65,22.95,PlayStation 3,E,True,2008,5.0,33.0,10.0,2.25
Valkyria Chronicles,True,1,True,True,Action,True,Sega,True,86,0.65,24.95,PlayStation 3,T,True,2008,35.08,53.07,38.0,31.1
Harvest Moon: Tree of Tranquility,True,1,True,True,Role-Playing (RPG),True,Unknown,True,65,0.62,34.95,Nintendo Wii,M,True,2008,38.5,-100.0,78.0,29.58
Star Wars: The Clone Wars - Jedi Alliance,True,1,True,True,Action,True,Unknown,True,68,0.6000000000000001,17.95,Nintendo DS,T,True,2008,5.0,-100.0,-100.0,5.0
Need for Speed: Undercover,True,1,True,True,Racing / Driving,True,EA,True,59,0.59,17.95,PlayStation 3,E,True,2008,11.2,14.5,13.0,11.0
Wario Land: Shake It!,True,1,True,True,Action,True,Nintendo,True,78,0.59,19.95,Nintendo Wii,T,True,2008,6.77,18.0,10.7,6.0
NBA 2K9,True,7,True,True,Sports,True,2K,True,82,0.58,14.95,PlayStation 3,E,True,2008,-100.0,-100.0,-100.0,-100.0
Major League Baseball 2K9,True,1,True,True,Sports,True,2K,True,64,0.58,14.95,X360,E,True,2008,-100.0,-100.0,-100.0,-100.0
NCAA Football 09,True,4,True,True,Sports,True,EA,True,81,0.56,14.95,PlayStation 3,E,True,2008,-100.0,-100.0,-100.0,-100.0
Kung Fu Panda,True,1,True,True,Action,True,Activision,True,71,0.56,17.95,Nintendo DS,E,True,2008,5.0,13.5,7.0,5.0
Devil May Cry 4,True,1,True,True,Action,True,Capcom,True,84,0.56,19.95,PlayStation 3,T,True,2008,12.0,44.0,14.0,11.0
Tom Clancy's EndWar,True,1,True,True,Strategy,True,Ubisoft,True,77,0.56,16.95,X360,E,True,2008,9.75,-100.0,39.0,8.87
LEGO Batman: The Videogame,True,1,True,True,Action,True,Unknown,True,73,0.54,17.95,Sony PSP,M,True,2008,15.0,29.0,16.0,9.43
BioShock,True,1,True,True,Action,True,2K,True,94,0.53,17.95,PlayStation 3,E,True,2008,13.5,20.0,15.0,12.0
Bully: Scholarship Edition,True,1,True,True,Action,True,Rockstar,True,80,0.53,17.95,X360,T,True,2008,17.35,26.0,18.0,13.2
Prince of Persia,True,1,True,True,Action,True,Ubisoft,True,81,0.53,16.95,X360,T,True,2008,13.0,17.0,15.0,11.83
Kung Fu Panda,True,4,True,True,Action,True,Activision,True,70,0.52,16.95,Nintendo Wii,E,True,2008,5.0,13.5,7.0,5.0
Sonic Chronicles: The Dark Brotherhood,True,1,True,True,Action,True,Sega,True,74,0.52,17.95,Nintendo DS,E,True,2008,20.0,39.17,20.0,12.0
Chrono Trigger,True,2,True,True,Role-Playing (RPG),True,SquareEnix,True,92,0.51,17.95,Nintendo DS,T,True,2008,25.0,45.0,25.13,23.0
Tomb Raider: Underworld,True,1,True,True,Action,True,Eidos,True,76,0.51,17.95,X360,E,True,2008,10.03,19.0,12.0,10.0
skate it,True,4,True,True,Action,True,EA,True,70,0.5,39.95,Nintendo Wii,T,True,2008,-100.0,-100.0,-100.0,-100.0
The Legendary Starfy,True,1,True,True,Action,True,Nintendo,True,75,0.5,24.95,Nintendo DS,E,True,2008,9.9,20.25,8.65,8.5
Mirror's Edge,True,1,True,True,Action,True,EA,True,79,0.5,14.95,X360,T,True,2008,6.33,10.0,8.0,6.0
